campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience_area,target_audience_age,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
5350,51-100,technology,influencer,47691,61,urban,35-54,Europe,mobile,iOS,Safari,388588,0.390644576,Yes,781.8196721,323823.3333,0.8,0.9,0.7
5351,51-100,e-commerce,email,22656,42,urban,35-54,Europe,desktop,Android,Firefox,306436,0.786250253,Yes,539.4285714,383045,0.9,0.8,0.8
5352,100+,manufacturing,content marketing,18628,78,urban,18-34,Asia-Pacific,desktop,iOS,Firefox,454471,0.128089884,Yes,238.8205128,454471,0.9,0.9,0.8
5353,<=50,technology,content marketing,11407,86,urban,55+,South America,mobile,iOS,Firefox,209977,0.292743388,Yes,132.6395349,349961.6667,0.8,0.9,0.8
5354,<=50,finance,email,29054,13,suburban,35-54,South America,tablet,Android,Safari,145678,0.195262228,Yes,2234.923077,161864.4444,0.7,0.8,0.7
5355,<=50,manufacturing,search engine,45198,75,rural,35-54,North America,desktop,iOS,Firefox,373844,0.87009581,Yes,602.64,534062.8571,0.9,0.9,0.8
5356,<=50,finance,influencer,31532,14,rural,35-54,South America,tablet,iOS,Firefox,408420,0.147916526,Yes,2252.285714,583457.1429,0.7,0.9,0.8
5357,<=50,retail,social media,49447,9,urban,35-54,South America,desktop,iOS,Safari,26417,0.535785232,Yes,5494.111111,22014.16667,0.9,0.9,0.7
5358,100+,finance,content marketing,34584,41,urban,35-54,North America,tablet,Windows,Safari,36276,0.27531489,Yes,843.5121951,30230,0.7,0.7,0.7
5359,100+,manufacturing,search engine,23075,42,urban,35-54,Europe,desktop,Windows,Chrome,26299,0.507257722,Yes,549.4047619,32873.75,0.9,0.7,0.9
5360,<=50,services,influencer,33741,85,urban,18-34,Europe,tablet,Android,Chrome,62292,0.167364081,Yes,396.9529412,62292,0.7,0.8,0.9
5361,51-100,finance,search engine,14449,36,rural,35-54,Africa,tablet,Android,Firefox,460332,0.757576462,Yes,401.3611111,657617.1429,0.7,0.8,0.8
5362,<=50,e-commerce,influencer,26557,21,urban,35-54,Europe,desktop,Android,Safari,339437,0.643111438,Yes,1264.619048,424296.25,0.9,0.8,0.7
5363,<=50,e-commerce,influencer,31659,74,urban,35-54,South America,tablet,Android,Chrome,315637,0.043426242,Yes,427.8243243,263030.8333,0.7,0.8,0.9
5364,51-100,e-commerce,email,8905,64,suburban,35-54,Africa,tablet,Android,Chrome,87404,0.947565195,Yes,139.140625,97115.55556,0.7,0.8,0.9
5365,<=50,finance,email,43814,34,urban,35-54,Africa,desktop,Windows,Safari,435548,0.892973583,Yes,1288.647059,544435,0.9,0.7,0.7
5366,100+,e-commerce,social media,43848,48,urban,55+,Europe,mobile,Windows,Firefox,240736,0.297777707,Yes,913.5,401226.6667,0.8,0.7,0.8
5367,51-100,finance,social media,33930,24,urban,35-54,Africa,desktop,iOS,Firefox,239216,0.291880414,Yes,1413.75,199346.6667,0.9,0.9,0.8
5368,<=50,manufacturing,search engine,15490,11,urban,35-54,North America,mobile,iOS,Safari,43918,0.499177778,Yes,1408.181818,36598.33333,0.8,0.9,0.7
5369,51-100,e-commerce,email,11684,15,urban,35-54,Africa,desktop,Windows,Firefox,365765,0.6191191,Yes,778.9333333,457206.25,0.9,0.7,0.8
5370,<=50,manufacturing,influencer,39872,15,suburban,35-54,Asia-Pacific,mobile,Windows,Safari,444903,0.291035935,Yes,2658.133333,494336.6667,0.8,0.7,0.7
5371,<=50,services,email,14376,24,urban,35-54,North America,mobile,iOS,Firefox,303758,0.795352768,Yes,599,379697.5,0.8,0.9,0.8
5372,<=50,technology,influencer,38204,62,suburban,35-54,South America,desktop,iOS,Chrome,382786,0.078495296,Yes,616.1935484,425317.7778,0.9,0.9,0.9
5373,<=50,technology,email,25709,21,urban,35-54,Europe,tablet,Android,Safari,177410,0.397836024,Yes,1224.238095,147841.6667,0.7,0.8,0.7
5374,51-100,manufacturing,influencer,18118,85,urban,35-54,Europe,desktop,iOS,Firefox,3646,0.555809128,Yes,213.1529412,4557.5,0.9,0.9,0.8
5375,<=50,e-commerce,search engine,34888,84,urban,18-34,Asia-Pacific,mobile,Windows,Firefox,11852,0.799681981,Yes,415.3333333,11852,0.8,0.7,0.8
5376,51-100,technology,email,34291,68,rural,35-54,Europe,mobile,Android,Safari,267388,0.871817294,Yes,504.2794118,381982.8571,0.8,0.8,0.7
5377,<=50,finance,content marketing,31975,41,urban,35-54,South America,mobile,Android,Firefox,299323,0.244407029,Yes,779.8780488,374153.75,0.8,0.8,0.8
5378,<=50,healthcare,content marketing,44776,46,urban,35-54,Africa,desktop,Android,Chrome,337071,0.241064233,Yes,973.3913043,421338.75,0.9,0.8,0.9
5379,100+,finance,influencer,33289,57,urban,18-34,Europe,mobile,Android,Firefox,169912,0.368264451,Yes,584.0175439,169912,0.8,0.8,0.8
5380,<=50,services,search engine,46594,66,urban,18-34,South America,tablet,Windows,Chrome,44404,0.427555576,Yes,705.969697,44404,0.7,0.7,0.9
5381,<=50,finance,influencer,32588,62,urban,55+,North America,tablet,Windows,Firefox,440357,0.848403222,Yes,525.6129032,733928.3333,0.7,0.7,0.8
5382,<=50,services,search engine,40443,81,urban,18-34,South America,tablet,iOS,Chrome,335615,0.007571147,Yes,499.2962963,335615,0.7,0.9,0.9
5383,<=50,e-commerce,social media,40108,47,suburban,18-34,Asia-Pacific,desktop,iOS,Chrome,423537,0.684960069,Yes,853.3617021,470596.6667,0.9,0.9,0.9
5384,<=50,finance,email,30985,60,rural,18-34,South America,tablet,Windows,Firefox,456663,0.220058791,Yes,516.4166667,652375.7143,0.7,0.7,0.8
5385,51-100,finance,search engine,41584,23,rural,18-34,Europe,desktop,Windows,Firefox,361260,0.882402016,Yes,1808,516085.7143,0.9,0.7,0.8
5386,<=50,technology,influencer,40049,31,urban,18-34,Africa,mobile,iOS,Safari,181415,0.317347573,No,1291.903226,302358.3333,0.8,0.9,0.7
5387,<=50,services,social media,10822,15,suburban,18-34,South America,desktop,Windows,Chrome,479400,0.537556052,Yes,721.4666667,532666.6667,0.9,0.7,0.9
5388,100+,services,influencer,30112,62,urban,18-34,Asia-Pacific,tablet,Windows,Safari,5076,0.329035442,Yes,485.6774194,8460,0.7,0.7,0.7
5389,<=50,manufacturing,content marketing,30978,29,urban,18-34,North America,desktop,Android,Firefox,105072,0.425281324,No,1068.206897,175120,0.9,0.8,0.8
5390,100+,finance,content marketing,21037,8,rural,18-34,Asia-Pacific,desktop,Windows,Safari,238776,0.522230935,Yes,2629.625,341108.5714,0.9,0.7,0.7
5391,<=50,e-commerce,email,13996,51,suburban,18-34,North America,desktop,Android,Chrome,354673,0.747537368,Yes,274.4313725,394081.1111,0.9,0.8,0.9
5392,<=50,finance,email,19324,71,urban,18-34,South America,desktop,Windows,Chrome,57077,0.120756579,Yes,272.1690141,47564.16667,0.9,0.7,0.9
5393,100+,services,social media,16473,44,rural,18-34,Africa,mobile,iOS,Safari,378092,0.352226963,Yes,374.3863636,540131.4286,0.8,0.9,0.7
5394,<=50,finance,content marketing,28066,12,urban,18-34,Asia-Pacific,desktop,Windows,Chrome,498621,0.639637061,Yes,2338.833333,415517.5,0.9,0.7,0.9
5395,51-100,finance,search engine,30427,54,urban,18-34,Africa,desktop,Windows,Safari,230221,0.588800042,Yes,563.462963,287776.25,0.9,0.7,0.7
5396,<=50,manufacturing,content marketing,45865,50,urban,18-34,South America,desktop,iOS,Chrome,205199,0.780830461,Yes,917.3,170999.1667,0.9,0.9,0.9
5397,<=50,manufacturing,email,13067,85,rural,18-34,Africa,mobile,iOS,Safari,299646,0.889074335,Yes,153.7294118,428065.7143,0.8,0.9,0.7
5398,<=50,finance,influencer,10341,13,urban,18-34,Africa,mobile,iOS,Firefox,169228,0.094073546,Yes,795.4615385,211535,0.8,0.9,0.8
5399,<=50,retail,social media,26427,72,urban,18-34,Asia-Pacific,mobile,Windows,Chrome,163896,0.713841654,No,367.0416667,136580,0.8,0.7,0.9
5400,100+,technology,content marketing,20158,68,urban,18-34,South America,desktop,iOS,Chrome,267713,0.284006148,Yes,296.4411765,334641.25,0.9,0.9,0.9
5401,<=50,technology,search engine,31440,36,rural,18-34,Africa,desktop,Windows,Chrome,244367,0.481386854,Yes,873.3333333,349095.7143,0.9,0.7,0.9
5402,100+,services,search engine,20627,82,urban,18-34,North America,mobile,iOS,Safari,11373,0.62777376,Yes,251.5487805,14216.25,0.8,0.9,0.7
5403,100+,finance,search engine,43797,58,rural,18-34,Europe,desktop,Windows,Chrome,99843,0.15061022,Yes,755.1206897,142632.8571,0.9,0.7,0.9
5404,<=50,services,social media,28202,42,urban,18-34,North America,desktop,iOS,Firefox,201385,0.346589614,Yes,671.4761905,201385,0.9,0.9,0.8
5405,<=50,finance,search engine,19341,41,rural,18-34,Africa,mobile,iOS,Firefox,93565,0.976082374,Yes,471.7317073,133664.2857,0.8,0.9,0.8
5406,100+,services,search engine,7094,72,urban,18-34,South America,mobile,Android,Chrome,100155,0.136297054,Yes,98.52777778,125193.75,0.8,0.8,0.9
5407,100+,healthcare,content marketing,24314,56,rural,18-34,North America,tablet,Windows,Firefox,169612,0.083332785,Yes,434.1785714,242302.8571,0.7,0.7,0.8
5408,<=50,services,social media,48587,9,rural,18-34,South America,mobile,iOS,Chrome,108631,0.836798291,Yes,5398.555556,155187.1429,0.8,0.9,0.9
5409,<=50,services,influencer,29829,82,suburban,18-34,North America,mobile,Windows,Safari,94097,0.430635245,No,363.7682927,104552.2222,0.8,0.7,0.7
5410,<=50,services,influencer,8520,10,suburban,18-34,South America,mobile,iOS,Safari,112753,0.674791586,No,852,125281.1111,0.8,0.9,0.7
5411,51-100,healthcare,search engine,37136,61,urban,18-34,Africa,mobile,Windows,Safari,357776,0.305734423,Yes,608.7868852,447220,0.8,0.7,0.7
5412,<=50,retail,email,23991,58,suburban,18-34,Asia-Pacific,desktop,Windows,Chrome,99581,0.198432751,Yes,413.637931,110645.5556,0.9,0.7,0.9
5413,51-100,finance,social media,10110,65,urban,18-34,North America,mobile,Windows,Safari,149191,0.212475347,Yes,155.5384615,124325.8333,0.8,0.7,0.7
5414,<=50,services,email,46224,77,suburban,18-34,South America,desktop,Android,Firefox,289898,0.195589004,Yes,600.3116883,322108.8889,0.9,0.8,0.8
5415,<=50,technology,social media,39475,26,urban,18-34,North America,desktop,Windows,Chrome,131848,0.246971799,Yes,1518.269231,131848,0.9,0.7,0.9
5416,<=50,finance,social media,23677,25,suburban,35-54,South America,mobile,iOS,Firefox,434503,0.221220407,Yes,947.08,482781.1111,0.8,0.9,0.8
5417,<=50,services,content marketing,49247,14,urban,35-54,South America,mobile,Android,Safari,291861,0.813697715,Yes,3517.642857,243217.5,0.8,0.8,0.7
5418,<=50,manufacturing,search engine,40252,73,rural,35-54,Asia-Pacific,tablet,Windows,Chrome,335141,0.533293705,No,551.3972603,478772.8571,0.7,0.7,0.9
5419,<=50,manufacturing,content marketing,37583,33,urban,35-54,South America,desktop,iOS,Firefox,121216,0.296502217,Yes,1138.878788,101013.3333,0.9,0.9,0.8
5420,<=50,manufacturing,email,15715,85,urban,35-54,North America,mobile,Windows,Firefox,78903,0.34505605,No,184.8823529,98628.75,0.8,0.7,0.8
5421,<=50,services,email,24839,14,urban,55+,Africa,desktop,Android,Safari,214989,0.957798158,Yes,1774.214286,358315,0.9,0.8,0.7
5422,<=50,technology,influencer,38645,24,urban,35-54,Europe,tablet,iOS,Safari,308699,0.183869819,Yes,1610.208333,257249.1667,0.7,0.9,0.7
5423,100+,services,content marketing,48664,35,urban,35-54,South America,mobile,iOS,Firefox,476491,0.886754148,Yes,1390.4,595613.75,0.8,0.9,0.8
5424,<=50,healthcare,content marketing,13738,52,urban,35-54,Europe,tablet,iOS,Safari,63706,0.736803921,No,264.1923077,79632.5,0.7,0.9,0.7
5425,<=50,finance,content marketing,40230,42,suburban,35-54,Africa,desktop,Android,Chrome,462167,0.613452469,No,957.8571429,513518.8889,0.9,0.8,0.9
5426,<=50,retail,influencer,37559,9,suburban,35-54,Europe,tablet,iOS,Chrome,277274,0.62409251,Yes,4173.222222,308082.2222,0.7,0.9,0.9
5427,100+,technology,content marketing,42261,15,urban,35-54,South America,tablet,Windows,Firefox,16748,0.422939908,No,2817.4,20935,0.7,0.7,0.8
5428,<=50,e-commerce,content marketing,49538,16,rural,35-54,North America,desktop,Windows,Chrome,171010,0.438850675,Yes,3096.125,244300,0.9,0.7,0.9
5429,51-100,finance,content marketing,36896,72,urban,18-34,Asia-Pacific,desktop,iOS,Firefox,387547,0.796081429,Yes,512.4444444,387547,0.9,0.9,0.8
5430,51-100,services,content marketing,43903,7,rural,35-54,South America,desktop,Android,Firefox,50744,0.81086293,No,6271.857143,72491.42857,0.9,0.8,0.8
5431,51-100,technology,email,29365,10,urban,35-54,South America,desktop,iOS,Firefox,85190,0.571157665,Yes,2936.5,106487.5,0.9,0.9,0.8
5432,<=50,finance,search engine,49591,54,suburban,35-54,Asia-Pacific,desktop,iOS,Firefox,347840,0.76859267,Yes,918.3518519,386488.8889,0.9,0.9,0.8
5433,51-100,retail,email,23599,24,urban,35-54,Asia-Pacific,desktop,iOS,Safari,451317,0.810054257,Yes,983.2916667,376097.5,0.9,0.9,0.7
5434,<=50,healthcare,content marketing,27331,84,urban,18-34,Asia-Pacific,tablet,Windows,Chrome,152599,0.332111052,Yes,325.3690476,152599,0.7,0.7,0.9
5435,<=50,manufacturing,social media,36522,51,urban,55+,Asia-Pacific,desktop,Windows,Chrome,433409,0.623358688,Yes,716.1176471,722348.3333,0.9,0.7,0.9
5436,51-100,e-commerce,social media,29805,21,rural,35-54,Asia-Pacific,desktop,Android,Safari,243888,0.435794287,No,1419.285714,348411.4286,0.9,0.8,0.7
5437,<=50,finance,influencer,34374,57,urban,35-54,South America,desktop,Android,Safari,401902,0.098108056,Yes,603.0526316,334918.3333,0.9,0.8,0.7
5438,100+,e-commerce,email,22811,67,suburban,35-54,Europe,desktop,Android,Safari,237948,0.648465652,Yes,340.4626866,264386.6667,0.9,0.8,0.7
5439,<=50,healthcare,influencer,44055,10,urban,35-54,North America,mobile,Windows,Safari,269053,0.587484033,Yes,4405.5,224210.8333,0.8,0.7,0.7
5440,100+,e-commerce,influencer,23083,25,urban,35-54,South America,tablet,Windows,Firefox,27959,0.102597706,Yes,923.32,23299.16667,0.7,0.7,0.8
5441,<=50,finance,social media,17161,83,suburban,35-54,Africa,tablet,Windows,Safari,452412,0.07081286,Yes,206.7590361,502680,0.7,0.7,0.7
5442,<=50,services,email,19403,17,urban,35-54,South America,mobile,Windows,Chrome,315117,0.24963434,Yes,1141.352941,262597.5,0.8,0.7,0.9
5443,<=50,retail,search engine,11958,34,urban,35-54,South America,tablet,Android,Firefox,96984,0.833415433,Yes,351.7058824,121230,0.7,0.8,0.8
5444,100+,retail,email,30805,63,rural,35-54,Europe,tablet,Windows,Chrome,98992,0.063676806,Yes,488.968254,141417.1429,0.7,0.7,0.9
5445,<=50,manufacturing,influencer,33970,81,urban,18-34,Asia-Pacific,desktop,Android,Chrome,335619,0.46036832,Yes,419.382716,335619,0.9,0.8,0.9
5446,<=50,services,content marketing,39591,60,rural,35-54,Africa,tablet,Windows,Chrome,486854,0.17903653,Yes,659.85,695505.7143,0.7,0.7,0.9
5447,<=50,manufacturing,influencer,15468,71,suburban,35-54,Europe,mobile,iOS,Safari,211609,0.253553076,Yes,217.8591549,235121.1111,0.8,0.9,0.7
5448,51-100,services,email,16135,53,urban,18-34,North America,tablet,Android,Chrome,322940,0.769923898,Yes,304.4339623,322940,0.7,0.8,0.9
5449,<=50,manufacturing,social media,29845,10,urban,35-54,Africa,mobile,Android,Chrome,194107,0.850604497,Yes,2984.5,242633.75,0.8,0.8,0.9
5450,<=50,manufacturing,email,25155,40,suburban,35-54,Africa,mobile,Windows,Chrome,74496,0.580288484,Yes,628.875,82773.33333,0.8,0.7,0.9
5451,<=50,retail,search engine,34491,82,urban,35-54,Europe,tablet,Android,Safari,263942,0.863243776,Yes,420.6219512,329927.5,0.7,0.8,0.7
5452,<=50,services,content marketing,5500,60,urban,55+,Africa,desktop,iOS,Chrome,287383,0.856873192,Yes,91.66666667,478971.6667,0.9,0.9,0.9
5453,<=50,finance,content marketing,26990,67,urban,55+,South America,mobile,Android,Safari,464087,0.22151906,Yes,402.8358209,773478.3333,0.8,0.8,0.7
5454,<=50,retail,influencer,12939,89,urban,55+,South America,tablet,Android,Firefox,59988,0.645017569,Yes,145.3820225,99980,0.7,0.8,0.8
5455,51-100,services,email,26991,89,urban,18-34,Asia-Pacific,tablet,iOS,Chrome,437560,0.778328467,Yes,303.2696629,437560,0.7,0.9,0.9
5456,<=50,manufacturing,social media,18789,26,rural,35-54,Europe,desktop,Windows,Safari,279535,0.561054258,Yes,722.6538462,399335.7143,0.9,0.7,0.7
5457,<=50,finance,search engine,24134,9,rural,35-54,South America,desktop,Windows,Firefox,242768,0.805778501,No,2681.555556,346811.4286,0.9,0.7,0.8
5458,<=50,e-commerce,influencer,23537,46,urban,55+,Africa,tablet,iOS,Chrome,119059,0.628831576,Yes,511.673913,198431.6667,0.7,0.9,0.9
5459,100+,technology,email,42504,75,urban,55+,Africa,desktop,Android,Firefox,55382,0.284456992,Yes,566.72,92303.33333,0.9,0.8,0.8
5460,100+,retail,social media,5608,29,urban,35-54,South America,mobile,Windows,Chrome,55658,0.685596292,Yes,193.3793103,69572.5,0.8,0.7,0.9
5461,100+,services,email,49003,75,urban,35-54,Europe,tablet,Windows,Chrome,183082,0.587999894,Yes,653.3733333,152568.3333,0.7,0.7,0.9
5462,<=50,finance,social media,18887,38,urban,35-54,Europe,desktop,Windows,Firefox,8376,0.624950547,Yes,497.0263158,6980,0.9,0.7,0.8
5463,<=50,manufacturing,email,23047,30,rural,35-54,North America,tablet,iOS,Firefox,141976,0.095320236,Yes,768.2333333,202822.8571,0.7,0.9,0.8
5464,<=50,services,email,8294,57,rural,35-54,Europe,desktop,iOS,Safari,406964,0.125735483,No,145.5087719,581377.1429,0.9,0.9,0.7
5465,<=50,finance,influencer,32005,64,urban,55+,South America,mobile,Android,Chrome,132775,0.814653351,Yes,500.078125,221291.6667,0.8,0.8,0.9
5466,<=50,technology,email,20173,48,rural,35-54,North America,tablet,iOS,Firefox,399632,0.431270797,Yes,420.2708333,570902.8571,0.7,0.9,0.8
5467,51-100,finance,email,27406,41,urban,35-54,Africa,desktop,iOS,Safari,422612,0.215277277,Yes,668.4390244,352176.6667,0.9,0.9,0.7
5468,100+,technology,influencer,32287,38,urban,55+,South America,mobile,iOS,Chrome,110468,0.092675806,Yes,849.6578947,184113.3333,0.8,0.9,0.9
5469,100+,healthcare,influencer,24569,60,urban,55+,Asia-Pacific,mobile,Windows,Chrome,272427,0.262903779,No,409.4833333,454045,0.8,0.7,0.9
5470,<=50,finance,content marketing,39299,51,urban,18-34,Asia-Pacific,desktop,iOS,Firefox,474908,0.295196472,Yes,770.5686275,474908,0.9,0.9,0.8
5471,51-100,e-commerce,content marketing,34750,54,suburban,35-54,Europe,tablet,iOS,Firefox,274805,0.982964155,Yes,643.5185185,305338.8889,0.7,0.9,0.8
5472,<=50,finance,influencer,41984,55,urban,35-54,North America,desktop,Windows,Firefox,235251,0.834505033,Yes,763.3454545,196042.5,0.9,0.7,0.8
5473,<=50,technology,search engine,8706,40,urban,55+,North America,desktop,iOS,Chrome,334530,0.078457061,Yes,217.65,557550,0.9,0.9,0.9
5474,51-100,e-commerce,social media,16266,22,urban,35-54,Africa,mobile,iOS,Firefox,176787,0.748449847,Yes,739.3636364,147322.5,0.8,0.9,0.8
5475,<=50,retail,influencer,28643,17,urban,18-34,Europe,desktop,Windows,Firefox,424844,0.563930205,Yes,1684.882353,424844,0.9,0.7,0.8
5476,<=50,e-commerce,content marketing,25886,25,urban,18-34,North America,desktop,Android,Safari,232628,0.228475573,Yes,1035.44,232628,0.9,0.8,0.7
5477,<=50,healthcare,email,14846,35,urban,55+,South America,tablet,iOS,Firefox,326562,0.746577155,Yes,424.1714286,544270,0.7,0.9,0.8
5478,51-100,retail,influencer,17719,60,urban,35-54,Africa,desktop,Android,Safari,40704,0.030178685,Yes,295.3166667,33920,0.9,0.8,0.7
5479,51-100,finance,influencer,26388,59,urban,35-54,North America,tablet,Android,Firefox,72012,0.731530695,Yes,447.2542373,60010,0.7,0.8,0.8
5480,<=50,services,content marketing,24928,73,urban,35-54,Asia-Pacific,desktop,Android,Firefox,425332,0.89528797,Yes,341.4794521,354443.3333,0.9,0.8,0.8
5481,100+,technology,content marketing,8818,88,urban,18-34,Asia-Pacific,mobile,Windows,Safari,71293,0.882612537,Yes,100.2045455,71293,0.8,0.7,0.7
5482,<=50,services,search engine,13087,88,urban,35-54,North America,desktop,Android,Chrome,463917,0.77234067,Yes,148.7159091,579896.25,0.9,0.8,0.9
5483,<=50,technology,content marketing,41211,82,urban,35-54,Asia-Pacific,tablet,Windows,Chrome,250546,0.934730759,No,502.5731707,313182.5,0.7,0.7,0.9
5484,51-100,healthcare,content marketing,27093,88,urban,35-54,South America,tablet,iOS,Chrome,254722,0.707327577,Yes,307.875,212268.3333,0.7,0.9,0.9
5485,51-100,healthcare,content marketing,6047,38,urban,35-54,Africa,desktop,Android,Safari,91659,0.686728058,Yes,159.1315789,76382.5,0.9,0.8,0.7
5486,100+,finance,email,48413,89,suburban,35-54,South America,desktop,Android,Firefox,387732,0.02619378,No,543.9662921,430813.3333,0.9,0.8,0.8
5487,<=50,finance,influencer,24044,62,urban,55+,Asia-Pacific,desktop,Android,Safari,294891,0.174187962,Yes,387.8064516,491485,0.9,0.8,0.7
5488,51-100,e-commerce,influencer,37115,69,urban,18-34,North America,tablet,iOS,Chrome,343828,0.781428691,Yes,537.8985507,343828,0.7,0.9,0.9
5489,51-100,services,content marketing,12930,10,suburban,35-54,North America,tablet,iOS,Safari,129315,0.997502735,Yes,1293,143683.3333,0.7,0.9,0.7
5490,100+,technology,search engine,20994,17,urban,35-54,Africa,mobile,Windows,Safari,389392,0.719932175,Yes,1234.941176,324493.3333,0.8,0.7,0.7
5491,<=50,manufacturing,content marketing,31838,9,rural,35-54,Asia-Pacific,desktop,Windows,Chrome,405259,0.579829659,Yes,3537.555556,578941.4286,0.9,0.7,0.9
5492,51-100,services,search engine,44826,33,urban,35-54,Asia-Pacific,tablet,Windows,Firefox,199904,0.183419272,Yes,1358.363636,249880,0.7,0.7,0.8
5493,<=50,retail,influencer,44034,86,urban,35-54,Asia-Pacific,tablet,Windows,Firefox,213349,0.947912353,Yes,512.0232558,266686.25,0.7,0.7,0.8
5494,<=50,manufacturing,search engine,30339,50,suburban,35-54,Europe,tablet,Windows,Chrome,82712,0.649732818,Yes,606.78,91902.22222,0.7,0.7,0.9
5495,<=50,manufacturing,search engine,15559,24,urban,35-54,North America,tablet,Windows,Firefox,141106,0.489038313,Yes,648.2916667,176382.5,0.7,0.7,0.8
5496,<=50,finance,social media,8408,36,urban,35-54,Asia-Pacific,mobile,iOS,Chrome,196762,0.861387035,Yes,233.5555556,245952.5,0.8,0.9,0.9
5497,<=50,manufacturing,search engine,28878,76,rural,35-54,Africa,tablet,Android,Firefox,254203,0.953282061,Yes,379.9736842,363147.1429,0.7,0.8,0.8
5498,100+,e-commerce,search engine,23068,53,urban,55+,Europe,tablet,Android,Chrome,219903,0.371184806,Yes,435.245283,366505,0.7,0.8,0.9
5499,<=50,e-commerce,email,38637,40,urban,35-54,Asia-Pacific,desktop,Android,Safari,182121,0.515785204,Yes,965.925,151767.5,0.9,0.8,0.7
5500,51-100,finance,influencer,42891,82,suburban,35-54,North America,mobile,iOS,Safari,264715,0.115101964,Yes,523.0609756,294127.7778,0.8,0.9,0.7
5501,<=50,finance,content marketing,32309,48,rural,35-54,Europe,mobile,iOS,Safari,475174,0.959855015,Yes,673.1041667,678820,0.8,0.9,0.7
5502,<=50,technology,social media,37391,29,urban,18-34,South America,mobile,Windows,Chrome,88627,0.120675889,Yes,1289.344828,88627,0.8,0.7,0.9
5503,<=50,manufacturing,search engine,30489,46,urban,18-34,Africa,desktop,Windows,Safari,315226,0.92902793,Yes,662.8043478,315226,0.9,0.7,0.7
5504,<=50,finance,email,32707,21,rural,35-54,North America,mobile,Android,Safari,280282,0.191035741,No,1557.47619,400402.8571,0.8,0.8,0.7
5505,<=50,technology,email,28596,86,urban,35-54,South America,tablet,Android,Firefox,315685,0.908775026,Yes,332.5116279,263070.8333,0.7,0.8,0.8
5506,<=50,finance,content marketing,28111,63,urban,18-34,North America,mobile,iOS,Safari,391533,0.452306242,Yes,446.2063492,391533,0.8,0.9,0.7
5507,<=50,finance,content marketing,21926,20,rural,35-54,Africa,tablet,iOS,Chrome,330080,0.592065581,Yes,1096.3,471542.8571,0.7,0.9,0.9
5508,<=50,manufacturing,influencer,39971,85,urban,35-54,Asia-Pacific,mobile,Android,Chrome,291942,0.035620139,Yes,470.2470588,364927.5,0.8,0.8,0.9
5509,<=50,manufacturing,search engine,24319,18,urban,55+,South America,mobile,iOS,Safari,351579,0.394386738,Yes,1351.055556,585965,0.8,0.9,0.7
5510,<=50,services,email,22135,41,suburban,35-54,South America,tablet,Android,Firefox,468718,0.493393397,Yes,539.8780488,520797.7778,0.7,0.8,0.8
5511,<=50,services,social media,39879,31,suburban,35-54,Europe,desktop,Android,Safari,404178,0.009428612,Yes,1286.419355,449086.6667,0.9,0.8,0.7
5512,100+,finance,influencer,12276,84,urban,35-54,Asia-Pacific,desktop,Android,Chrome,158460,0.660856626,No,146.1428571,198075,0.9,0.8,0.9
5513,100+,finance,search engine,31062,8,urban,35-54,Africa,desktop,Android,Safari,459685,0.838895376,Yes,3882.75,383070.8333,0.9,0.8,0.7
5514,51-100,healthcare,content marketing,19586,24,urban,55+,Europe,tablet,Android,Firefox,451820,0.024780008,Yes,816.0833333,753033.3333,0.7,0.8,0.8
5515,<=50,manufacturing,search engine,26345,41,urban,18-34,South America,tablet,Android,Safari,109344,0.492535604,Yes,642.5609756,109344,0.7,0.8,0.7
5516,51-100,e-commerce,content marketing,23941,15,suburban,35-54,North America,mobile,Android,Chrome,496950,0.033731363,Yes,1596.066667,552166.6667,0.8,0.8,0.9
5517,100+,e-commerce,search engine,6571,17,suburban,35-54,Africa,mobile,Windows,Chrome,102740,0.873293919,Yes,386.5294118,114155.5556,0.8,0.7,0.9
5518,51-100,manufacturing,social media,44352,73,urban,35-54,Europe,tablet,iOS,Firefox,280862,0.160815675,Yes,607.5616438,234051.6667,0.7,0.9,0.8
5519,<=50,manufacturing,influencer,14949,75,urban,55+,Asia-Pacific,mobile,iOS,Firefox,341697,0.058524747,Yes,199.32,569495,0.8,0.9,0.8
5520,51-100,technology,content marketing,42542,80,rural,35-54,North America,mobile,Android,Firefox,129764,0.8576979,Yes,531.775,185377.1429,0.8,0.8,0.8
5521,100+,e-commerce,social media,17561,44,urban,18-34,Europe,desktop,iOS,Chrome,167418,0.444507707,Yes,399.1136364,167418,0.9,0.9,0.9
5522,<=50,finance,email,37827,76,suburban,35-54,Africa,tablet,Windows,Safari,58443,0.095409006,Yes,497.7236842,64936.66667,0.7,0.7,0.7
5523,51-100,manufacturing,social media,34013,81,suburban,35-54,North America,desktop,iOS,Firefox,290532,0.647918956,Yes,419.9135802,322813.3333,0.9,0.9,0.8
5524,<=50,finance,social media,30993,87,urban,18-34,Europe,mobile,Windows,Firefox,71278,0.7055996,Yes,356.2413793,71278,0.8,0.7,0.8
5525,<=50,retail,social media,27595,65,urban,55+,Europe,mobile,Windows,Safari,83763,0.568334672,Yes,424.5384615,139605,0.8,0.7,0.7
